Entity,Code,Year,Population,Continent
DSPPOC-17,NA,202309,0,DSPPOC-17
DSPPOC-18,NA,202309,0,DSPPOC-18
ERRPOC-30,NA,202309,0,ERRPOC-30
ERRPOC-33,NA,202309,0,ERRPOC-33
LSPKL-3,NA,202309,0,LSPKL-3
LSPKL-5,NA,202309,0,LSPKL-5
LSPKL-14,NA,202309,0,LSPKL-14
LSPKL-16,NA,202309,0,LSPKL-16
LSPKL-17,NA,202309,0,LSPKL-17
QUAL-22,NA,202309,0,QUAL-22
LSQUAL-39,NA,202309,0,LSQUAL-39
READ-12,NA,202309,0,READ-12
SET-16,NA,202309,0,SET-16
INSERTION-15A,NA,202401,0,INSERTION-15A
INSERTION-15B,NA,202401,0,INSERTION-15B
INSERTION-15C,NA,202401,0,INSERTION-15C
DMC-2,NA,202401,0,DMC-2
PKL-6,NA,202401,0,PKL-6
SECURE-5,NA,202401,0,SECURE-5
CAL-5,NA,202401,0,CAL-5
DMC-4,NA,202401,0,DMC-4
DMC-5,NA,202401,0,DMC-5
DMC-8,NA,202401,0,DMC-8
PKL-2,NA,202401,0,PKL-2
PKL-19,NA,202401,0,PKL-19
PKL-21,NA,202401,0,PKL-21
DMPOC-1,NA,202401,0,DMPOC-1
DSPPOC-12,NA,202401,0,DSPPOC-12
ERRPOC-16,NA,202401,0,ERRPOC-16
ERRPOC-18,NA,202401,0,ERRPOC-18
LSINSERTION-3,NA,202401,0,LSINSERTION-3
PKL-13,NA,202401,0,PKL-13
SET-19,NA,202401,0,SET-19
SECURE-3,NA,202401,0,SECURE-3
SECURE-6,NA,202401,0,SECURE-6
LSINSERTION-22,NA,202401,0,LSINSERTION-22
LSREAD-8,NA,202401,0,LSREAD-8
DSPPOC-14,NA,202401,0,DSPPOC-14
PKL-20,NA,202401,0,PKL-20
READPOC-3,NA,202401,0,READPOC-3
READPOC-8,NA,202401,0,READPOC-8
DSPLGHT-6,NA,202401,0,DSPLGHT-6
READ-5,NA,202401,0,READ-5
SECURE-2,NA,202401,0,SECURE-2
LSINSERTION-13,NA,202401,0,LSINSERTION-13
LSPKL-23,NA,202401,0,LSPKL-23
LSSET-3,NA,202401,0,LSSET-3
LSINSERTION-18,NA,202401,0,LSINSERTION-18
DSPPOC-6,NA,202401,0,DSPPOC-6
DSPPOC-15,NA,202401,0,DSPPOC-15
ERRPOC-31,NA,202401,0,ERRPOC-31
ERRPOC-36,NA,202401,0,ERRPOC-36
ERRPOC-47,NA,202401,0,ERRPOC-47
READPOC-6,NA,202401,0,READPOC-6
LSPKL-1,NA,202401,0,LSPKL-1
DMPOC-8,NA,202401,0,DMPOC-8
SECURE-4,NA,202401,0,SECURE-4
BARPOC-2,NA,202401,0,BARPOC-2
DSPPOC-4,NA,202401,0,DSPPOC-4
DSPPOC-11,NA,202401,0,DSPPOC-11
DSPPOC-21,NA,202401,0,DSPPOC-21
LSDSPC-9,NA,202401,0,LSDSPC-9
DSPLGHT-7,NA,202401,0,DSPLGHT-7
ERRPOC-15,NA,202401,0,ERRPOC-15
ERRPOC-22,NA,202401,0,ERRPOC-22
ERRPOC-32,NA,202401,0,ERRPOC-32
ERRPOC-37,NA,202401,0,ERRPOC-37
ERRPOC-39,NA,202401,0,ERRPOC-39
ERRPOC-43,NA,202401,0,ERRPOC-43
ERRPOC-48,NA,202401,0,ERRPOC-48
LSINSERTION-20,NA,202401,0,LSINSERTION-20
LSPKL-12,NA,202401,0,LSPKL-12
LSPKL-22,NA,202401,0,LSPKL-22
LSPKL-24,NA,202401,0,LSPKL-24
READ-11,NA,202401,0,READ-11
SET-7,NA,202401,0,SET-7
SET-9,NA,202401,0,SET-9
SET-10,NA,202401,0,SET-10
SET-17,NA,202401,0,SET-17
LSINSERTION-4,NA,202401,0,LSINSERTION-4
DSPPOC-10,NA,202401,0,DSPPOC-10
DSPPOC-17,NA,202401,0,DSPPOC-17
DSPPOC-18,NA,202401,0,DSPPOC-18
ERRPOC-30,NA,202401,0,ERRPOC-30
ERRPOC-33,NA,202401,0,ERRPOC-33
LSPKL-3,NA,202401,0,LSPKL-3
LSPKL-5,NA,202401,0,LSPKL-5
LSPKL-14,NA,202401,0,LSPKL-14
LSPKL-16,NA,202401,0,LSPKL-16
LSPKL-17,NA,202401,0,LSPKL-17
QUAL-22,NA,202401,0,QUAL-22
LSQUAL-39,NA,202401,0,LSQUAL-39
READ-12,NA,202401,0,READ-12
SET-16,NA,202401,0,SET-16
INSERTION-15A,NA,202306,0,INSERTION-15A
INSERTION-15B,NA,202306,0,INSERTION-15B
INSERTION-15C,NA,202306,0,INSERTION-15C
CAL-3,NA,202306,0,CAL-3
DMC-2,NA,202306,0,DMC-2
LANC-1,NA,202306,0,LANC-1
QUAL-42,NA,202306,0,QUAL-42
CAL-5,NA,202306,0,CAL-5
DMC-8,NA,202306,0,DMC-8
PKL-2,NA,202306,0,PKL-2
PKL-21,NA,202306,0,PKL-21
BARPOC-5,NA,202306,0,BARPOC-5
ERRPOC-16,NA,202306,0,ERRPOC-16
ERRPOC-18,NA,202306,0,ERRPOC-18
ERRPOC-21,NA,202306,0,ERRPOC-21
PKL-13,NA,202306,0,PKL-13
SET-19,NA,202306,0,SET-19
SECURE-3,NA,202306,0,SECURE-3
SECURE-6,NA,202306,0,SECURE-6
LSREAD-8,NA,202306,0,LSREAD-8
APP-1F,NA,202306,0,APP-1F
PKL-20,NA,202306,0,PKL-20
QUAL-17,NA,202306,0,QUAL-17
WRLESS-9,NA,202306,0,WRLESS-9
DSPPOC-3,NA,202306,0,DSPPOC-3
READ-5,NA,202306,0,READ-5
SECURE-2,NA,202306,0,SECURE-2
DMPOC-7,NA,202306,0,DMPOC-7
LSDSPC-21,NA,202306,0,LSDSPC-21
ERRPOC-24,NA,202306,0,ERRPOC-24
LSSET-3,NA,202306,0,LSSET-3
LSINSERTION-18,NA,202306,0,LSINSERTION-18
LSQUAL-20,NA,202306,0,LSQUAL-20
DSPPOC-6,NA,202306,0,DSPPOC-6
DSPPOC-15,NA,202306,0,DSPPOC-15
DSPPOC-16,NA,202306,0,DSPPOC-16
ERRPOC-31,NA,202306,0,ERRPOC-31
READPOC-6,NA,202306,0,READPOC-6
LSPKL-1,NA,202306,0,LSPKL-1
DMPOC-8,NA,202306,0,DMPOC-8
SECURE-4,NA,202306,0,SECURE-4
BARPOC-2,NA,202306,0,BARPOC-2
DSPPOC-4,NA,202306,0,DSPPOC-4
DSPPOC-11,NA,202306,0,DSPPOC-11
DSPPOC-21,NA,202306,0,DSPPOC-21
LSDSPC-9,NA,202306,0,LSDSPC-9
ERRPOC-15,NA,202306,0,ERRPOC-15
ERRPOC-22,NA,202306,0,ERRPOC-22
ERRPOC-32,NA,202306,0,ERRPOC-32
ERRPOC-39,NA,202306,0,ERRPOC-39
ERRPOC-43,NA,202306,0,ERRPOC-43
ERRPOC-48,NA,202306,0,ERRPOC-48
LSINSERTION-21,NA,202306,0,LSINSERTION-21
LSPKL-12,NA,202306,0,LSPKL-12
LSPKL-22,NA,202306,0,LSPKL-22
LSPKL-24,NA,202306,0,LSPKL-24
LSQUAL-21,NA,202306,0,LSQUAL-21
READ-11,NA,202306,0,READ-11
READPOC-1,NA,202306,0,READPOC-1
SET-7,NA,202306,0,SET-7
SET-9,NA,202306,0,SET-9
SET-10,NA,202306,0,SET-10
SET-17,NA,202306,0,SET-17
LSINSERTION-4,NA,202306,0,LSINSERTION-4
DMPOC-5,NA,202306,0,DMPOC-5
DSPPOC-10,NA,202306,0,DSPPOC-10
DSPPOC-17,NA,202306,0,DSPPOC-17
DSPPOC-18,NA,202306,0,DSPPOC-18
ERRPOC-30,NA,202306,0,ERRPOC-30
ERRPOC-33,NA,202306,0,ERRPOC-33
LSPKL-3,NA,202306,0,LSPKL-3
LSPKL-5,NA,202306,0,LSPKL-5
LSPKL-14,NA,202306,0,LSPKL-14
LSPKL-16,NA,202306,0,LSPKL-16
LSPKL-17,NA,202306,0,LSPKL-17
QUAL-22,NA,202306,0,QUAL-22
LSQUAL-39,NA,202306,0,LSQUAL-39
READ-12,NA,202306,0,READ-12
SET-16,NA,202306,0,SET-16
INSERTION-15A,NA,202305,0,INSERTION-15A
INSERTION-15B,NA,202305,0,INSERTION-15B
INSERTION-15C,NA,202305,0,INSERTION-15C
DMC-2,NA,202305,0,DMC-2
PKL-6,NA,202305,0,PKL-6
SECURE-5,NA,202305,0,SECURE-5
DMC-5,NA,202305,0,DMC-5
DMC-8,NA,202305,0,DMC-8
LANC-3,NA,202305,0,LANC-3
PKL-2,NA,202305,0,PKL-2
PKL-21,NA,202305,0,PKL-21
DMPOC-1,NA,202305,0,DMPOC-1
DSPPOC-12,NA,202305,0,DSPPOC-12
ERRPOC-16,NA,202305,0,ERRPOC-16
ERRPOC-21,NA,202305,0,ERRPOC-21
PKL-13,NA,202305,0,PKL-13
SECURE-3,NA,202305,0,SECURE-3
SECURE-6,NA,202305,0,SECURE-6
APP-1F,NA,202305,0,APP-1F
PKL-20,NA,202305,0,PKL-20
READPOC-8,NA,202305,0,READPOC-8
WRLESS-9,NA,202305,0,WRLESS-9
BARPOC-3,NA,202305,0,BARPOC-3
DSPPOC-3,NA,202305,0,DSPPOC-3
READ-5,NA,202305,0,READ-5
WRLESS-1,NA,202305,0,WRLESS-1
SECURE-2,NA,202305,0,SECURE-2
DMPOC-7,NA,202305,0,DMPOC-7
ERRPOC-24,NA,202305,0,ERRPOC-24
LSPKL-23,NA,202305,0,LSPKL-23
LSSET-3,NA,202305,0,LSSET-3
LSQUAL-20,NA,202305,0,LSQUAL-20
DSPPOC-6,NA,202305,0,DSPPOC-6
DSPPOC-15,NA,202305,0,DSPPOC-15
ERRPOC-31,NA,202305,0,ERRPOC-31
ERRPOC-47,NA,202305,0,ERRPOC-47
READPOC-6,NA,202305,0,READPOC-6
LSPKL-1,NA,202305,0,LSPKL-1
DMPOC-8,NA,202305,0,DMPOC-8
SECURE-4,NA,202305,0,SECURE-4
BARPOC-2,NA,202305,0,BARPOC-2
DSPPOC-4,NA,202305,0,DSPPOC-4
DSPPOC-11,NA,202305,0,DSPPOC-11
DSPPOC-21,NA,202305,0,DSPPOC-21
LSDSPC-9,NA,202305,0,LSDSPC-9
DSPLGHT-7,NA,202305,0,DSPLGHT-7
ERRPOC-15,NA,202305,0,ERRPOC-15
ERRPOC-22,NA,202305,0,ERRPOC-22
ERRPOC-26,NA,202305,0,ERRPOC-26
ERRPOC-32,NA,202305,0,ERRPOC-32
ERRPOC-37,NA,202305,0,ERRPOC-37
ERRPOC-39,NA,202305,0,ERRPOC-39
ERRPOC-43,NA,202305,0,ERRPOC-43
ERRPOC-48,NA,202305,0,ERRPOC-48
LSINSERTION-20,NA,202305,0,LSINSERTION-20
LSINSERTION-21,NA,202305,0,LSINSERTION-21
LSPKL-12,NA,202305,0,LSPKL-12
LSPKL-24,NA,202305,0,LSPKL-24
READ-11,NA,202305,0,READ-11
SET-9,NA,202305,0,SET-9
SET-10,NA,202305,0,SET-10
SET-17,NA,202305,0,SET-17
LSINSERTION-4,NA,202305,0,LSINSERTION-4
DMPOC-5,NA,202305,0,DMPOC-5
DSPPOC-10,NA,202305,0,DSPPOC-10
DSPPOC-17,NA,202305,0,DSPPOC-17
DSPPOC-18,NA,202305,0,DSPPOC-18
ERRPOC-30,NA,202305,0,ERRPOC-30
ERRPOC-33,NA,202305,0,ERRPOC-33
LSPKL-3,NA,202305,0,LSPKL-3
LSPKL-5,NA,202305,0,LSPKL-5
LSPKL-14,NA,202305,0,LSPKL-14
LSPKL-16,NA,202305,0,LSPKL-16
LSPKL-17,NA,202305,0,LSPKL-17
QUAL-22,NA,202305,0,QUAL-22
LSQUAL-39,NA,202305,0,LSQUAL-39
READ-12,NA,202305,0,READ-12
SET-16,NA,202305,0,SET-16
INSERTION-15A,NA,202406,0,INSERTION-15A
INSERTION-15B,NA,202406,0,INSERTION-15B
INSERTION-15C,NA,202406,0,INSERTION-15C
DMC-2,NA,202406,0,DMC-2
ERRC-8,NA,202406,0,ERRC-8
PKL-6,NA,202406,0,PKL-6
DMC-5,NA,202406,0,DMC-5
DMC-7,NA,202406,0,DMC-7
DMC-8,NA,202406,0,DMC-8
LANC-3,NA,202406,0,LANC-3
PKL-21,NA,202406,0,PKL-21
DMPOC-1,NA,202406,0,DMPOC-1
ERRPOC-16,NA,202406,0,ERRPOC-16
ERRPOC-18,NA,202406,0,ERRPOC-18
PKL-13,NA,202406,0,PKL-13
SET-19,NA,202406,0,SET-19
SECURE-3,NA,202406,0,SECURE-3
LSDSPC-22A,NA,202406,0,LSDSPC-22A
PKL-20,NA,202406,0,PKL-20
QUAL-17,NA,202406,0,QUAL-17
BARPOC-1,NA,202406,0,BARPOC-1
BARPOC-3,NA,202406,0,BARPOC-3
DSPPOC-3,NA,202406,0,DSPPOC-3
DSPLGHT-6,NA,202406,0,DSPLGHT-6
SECURE-2,NA,202406,0,SECURE-2
DMPOC-7,NA,202406,0,DMPOC-7
ERRPOC-24,NA,202406,0,ERRPOC-24
LSINSERTION-13,NA,202406,0,LSINSERTION-13
LSPKL-23,NA,202406,0,LSPKL-23
LSSET-3,NA,202406,0,LSSET-3
LSREAD-31,NA,202406,0,LSREAD-31
LSINSERTION-18,NA,202406,0,LSINSERTION-18
DSPPOC-6,NA,202406,0,DSPPOC-6
DSPPOC-7,NA,202406,0,DSPPOC-7
DSPPOC-15,NA,202406,0,DSPPOC-15
ERRPOC-31,NA,202406,0,ERRPOC-31
READPOC-6,NA,202406,0,READPOC-6
LSPKL-1,NA,202406,0,LSPKL-1
LD-6,NA,202406,0,LD-6
DMPOC-8,NA,202406,0,DMPOC-8
SECURE-4,NA,202406,0,SECURE-4
BARPOC-2,NA,202406,0,BARPOC-2
DMPOC-6,NA,202406,0,DMPOC-6
DSPPOC-4,NA,202406,0,DSPPOC-4
DSPPOC-8,NA,202406,0,DSPPOC-8
DSPPOC-11,NA,202406,0,DSPPOC-11
DSPPOC-21,NA,202406,0,DSPPOC-21
LSDSPC-9,NA,202406,0,LSDSPC-9
ERRPOC-15,NA,202406,0,ERRPOC-15
ERRPOC-22,NA,202406,0,ERRPOC-22
ERRPOC-32,NA,202406,0,ERRPOC-32
ERRPOC-37,NA,202406,0,ERRPOC-37
ERRPOC-39,NA,202406,0,ERRPOC-39
ERRPOC-43,NA,202406,0,ERRPOC-43
LSINSERTION-20,NA,202406,0,LSINSERTION-20
LSINSERTION-21,NA,202406,0,LSINSERTION-21
LSPKL-22,NA,202406,0,LSPKL-22
LSPKL-24,NA,202406,0,LSPKL-24
READ-11,NA,202406,0,READ-11
SET-7,NA,202406,0,SET-7
SET-9,NA,202406,0,SET-9
SET-10,NA,202406,0,SET-10
SET-17,NA,202406,0,SET-17
DMPOC-5,NA,202406,0,DMPOC-5
DSPPOC-10,NA,202406,0,DSPPOC-10
DSPPOC-17,NA,202406,0,DSPPOC-17
DSPPOC-18,NA,202406,0,DSPPOC-18
ERRPOC-30,NA,202406,0,ERRPOC-30
ERRPOC-33,NA,202406,0,ERRPOC-33
LSPKL-3,NA,202406,0,LSPKL-3
LSPKL-5,NA,202406,0,LSPKL-5
LSPKL-14,NA,202406,0,LSPKL-14
LSPKL-16,NA,202406,0,LSPKL-16
LSPKL-17,NA,202406,0,LSPKL-17
QUAL-22,NA,202406,0,QUAL-22
LSQUAL-39,NA,202406,0,LSQUAL-39
READ-12,NA,202406,0,READ-12
SET-16,NA,202406,0,SET-16
CAL-4,NA,202407,0,CAL-4
INSERTION-15A,NA,202407,0,INSERTION-15A
INSERTION-15B,NA,202407,0,INSERTION-15B
INSERTION-15C,NA,202407,0,INSERTION-15C
DMC-2,NA,202407,0,DMC-2
PKL-6,NA,202407,0,PKL-6
TDN-7,NA,202407,0,TDN-7
DMC-9,NA,202407,0,DMC-9
DMC-4,NA,202407,0,DMC-4
DMC-5,NA,202407,0,DMC-5
DMC-8,NA,202407,0,DMC-8
LANC-2,NA,202407,0,LANC-2
SET-1,NA,202407,0,SET-1
DMPOC-1,NA,202407,0,DMPOC-1
ERRPOC-16,NA,202407,0,ERRPOC-16
ERRPOC-18,NA,202407,0,ERRPOC-18
ERRPOC-20,NA,202407,0,ERRPOC-20
PKL-13,NA,202407,0,PKL-13
SET-19,NA,202407,0,SET-19
SECURE-3,NA,202407,0,SECURE-3
SECURE-6,NA,202407,0,SECURE-6
LSDSPC-22A,NA,202407,0,LSDSPC-22A
PKL-20,NA,202407,0,PKL-20
READPOC-3,NA,202407,0,READPOC-3
READPOC-8,NA,202407,0,READPOC-8
BARPOC-1,NA,202407,0,BARPOC-1
BARPOC-3,NA,202407,0,BARPOC-3
DSPPOC-3,NA,202407,0,DSPPOC-3
DSPLGHT-6,NA,202407,0,DSPLGHT-6
READ-5,NA,202407,0,READ-5
SECURE-2,NA,202407,0,SECURE-2
DMPOC-7,NA,202407,0,DMPOC-7
LSDSPC-21,NA,202407,0,LSDSPC-21
LSPKL-23,NA,202407,0,LSPKL-23
LSSET-3,NA,202407,0,LSSET-3
LSINSERTION-18,NA,202407,0,LSINSERTION-18
DSPPOC-6,NA,202407,0,DSPPOC-6
DSPPOC-7,NA,202407,0,DSPPOC-7
DSPPOC-16,NA,202407,0,DSPPOC-16
ERRPOC-31,NA,202407,0,ERRPOC-31
ERRPOC-36,NA,202407,0,ERRPOC-36
READPOC-6,NA,202407,0,READPOC-6
LSPKL-1,NA,202407,0,LSPKL-1
LD-6,NA,202407,0,LD-6
DMPOC-8,NA,202407,0,DMPOC-8
SECURE-4,NA,202407,0,SECURE-4
BARPOC-2,NA,202407,0,BARPOC-2
DSPPOC-4,NA,202407,0,DSPPOC-4
DSPPOC-11,NA,202407,0,DSPPOC-11
LSDSPC-9,NA,202407,0,LSDSPC-9
ERRPOC-15,NA,202407,0,ERRPOC-15
ERRPOC-22,NA,202407,0,ERRPOC-22
ERRPOC-32,NA,202407,0,ERRPOC-32
ERRPOC-37,NA,202407,0,ERRPOC-37
ERRPOC-39,NA,202407,0,ERRPOC-39
ERRPOC-43,NA,202407,0,ERRPOC-43
ERRPOC-48,NA,202407,0,ERRPOC-48
LSINSERTION-21,NA,202407,0,LSINSERTION-21
LSPKL-22,NA,202407,0,LSPKL-22
READPOC-1,NA,202407,0,READPOC-1
SET-7,NA,202407,0,SET-7
SET-9,NA,202407,0,SET-9
SET-10,NA,202407,0,SET-10
SET-17,NA,202407,0,SET-17
DMPOC-5,NA,202407,0,DMPOC-5
DSPPOC-17,NA,202407,0,DSPPOC-17
DSPPOC-18,NA,202407,0,DSPPOC-18
ERRPOC-30,NA,202407,0,ERRPOC-30
ERRPOC-33,NA,202407,0,ERRPOC-33
LSPKL-3,NA,202407,0,LSPKL-3
LSPKL-5,NA,202407,0,LSPKL-5
LSPKL-14,NA,202407,0,LSPKL-14
LSPKL-16,NA,202407,0,LSPKL-16
LSPKL-17,NA,202407,0,LSPKL-17
QUAL-22,NA,202407,0,QUAL-22
LSQUAL-39,NA,202407,0,LSQUAL-39
READ-12,NA,202407,0,READ-12
SET-16,NA,202407,0,SET-16
INSERTION-15B,NA,202411,0,INSERTION-15B
INSERTION-15C,NA,202411,0,INSERTION-15C
DMC-2,NA,202411,0,DMC-2
LANC-1,NA,202411,0,LANC-1
PKL-6,NA,202411,0,PKL-6
TDN-7,NA,202411,0,TDN-7
DMC-9,NA,202411,0,DMC-9
CAL-5,NA,202411,0,CAL-5
DMC-4,NA,202411,0,DMC-4
DMC-5,NA,202411,0,DMC-5
DMC-8,NA,202411,0,DMC-8
PKL-21,NA,202411,0,PKL-21
QUAL-13,NA,202411,0,QUAL-13
SET-1,NA,202411,0,SET-1
DMPOC-1,NA,202411,0,DMPOC-1
ERRPOC-16,NA,202411,0,ERRPOC-16
ERRPOC-18,NA,202411,0,ERRPOC-18
ERRPOC-20,NA,202411,0,ERRPOC-20
ERRPOC-21,NA,202411,0,ERRPOC-21
PKL-13,NA,202411,0,PKL-13
SET-19,NA,202411,0,SET-19
SECURE-3,NA,202411,0,SECURE-3
LSDSPC-20L,NA,202411,0,LSDSPC-20L
APP-1F,NA,202411,0,APP-1F
ERRPOC-17,NA,202411,0,ERRPOC-17
PKL-20,NA,202411,0,PKL-20
BARPOC-3,NA,202411,0,BARPOC-3
DSPPOC-3,NA,202411,0,DSPPOC-3
DSPLGHT-6,NA,202411,0,DSPLGHT-6
READ-5,NA,202411,0,READ-5
SECURE-2,NA,202411,0,SECURE-2
DMPOC-7,NA,202411,0,DMPOC-7
ERRPOC-24,NA,202411,0,ERRPOC-24
LSSET-3,NA,202411,0,LSSET-3
DSPPOC-6,NA,202411,0,DSPPOC-6
DSPPOC-7,NA,202411,0,DSPPOC-7
DSPPOC-15,NA,202411,0,DSPPOC-15
ERRPOC-31,NA,202411,0,ERRPOC-31
ERRPOC-36,NA,202411,0,ERRPOC-36
READPOC-6,NA,202411,0,READPOC-6
LSPKL-1,NA,202411,0,LSPKL-1
DMPOC-8,NA,202411,0,DMPOC-8
SECURE-4,NA,202411,0,SECURE-4
BARPOC-2,NA,202411,0,BARPOC-2
DMPOC-6,NA,202411,0,DMPOC-6
DSPPOC-4,NA,202411,0,DSPPOC-4
DSPPOC-8,NA,202411,0,DSPPOC-8
DSPPOC-11,NA,202411,0,DSPPOC-11
LSDSPC-9,NA,202411,0,LSDSPC-9
DSPLGHT-7,NA,202411,0,DSPLGHT-7
ERRPOC-15,NA,202411,0,ERRPOC-15
ERRPOC-22,NA,202411,0,ERRPOC-22
ERRPOC-26,NA,202411,0,ERRPOC-26
ERRPOC-27,NA,202411,0,ERRPOC-27
ERRPOC-32,NA,202411,0,ERRPOC-32
ERRPOC-37,NA,202411,0,ERRPOC-37
ERRPOC-39,NA,202411,0,ERRPOC-39
ERRPOC-43,NA,202411,0,ERRPOC-43
READ-11,NA,202411,0,READ-11
READPOC-1,NA,202411,0,READPOC-1
SET-7,NA,202411,0,SET-7
SET-10,NA,202411,0,SET-10
SET-17,NA,202411,0,SET-17
DMPOC-5,NA,202411,0,DMPOC-5
DMPOC-9,NA,202411,0,DMPOC-9
DSPPOC-10,NA,202411,0,DSPPOC-10
DSPPOC-17,NA,202411,0,DSPPOC-17
DSPPOC-18,NA,202411,0,DSPPOC-18
ERRPOC-30,NA,202411,0,ERRPOC-30
ERRPOC-33,NA,202411,0,ERRPOC-33
LSPKL-3,NA,202411,0,LSPKL-3
LSPKL-5,NA,202411,0,LSPKL-5
LSPKL-16,NA,202411,0,LSPKL-16
LSPKL-17,NA,202411,0,LSPKL-17
QUAL-22,NA,202411,0,QUAL-22
LSQUAL-39,NA,202411,0,LSQUAL-39
SET-16,NA,202411,0,SET-16
INSERTION-15A,NA,202311,0,INSERTION-15A
INSERTION-15B,NA,202311,0,INSERTION-15B
INSERTION-15C,NA,202311,0,INSERTION-15C
LANC-1,NA,202311,0,LANC-1
PKL-6,NA,202311,0,PKL-6
DMC-4,NA,202311,0,DMC-4
DMC-8,NA,202311,0,DMC-8
LANC-2,NA,202311,0,LANC-2
LANC-3,NA,202311,0,LANC-3
PKL-2,NA,202311,0,PKL-2
PKL-21,NA,202311,0,PKL-21
QUAL-13,NA,202311,0,QUAL-13
SET-1,NA,202311,0,SET-1
DSPPOC-12,NA,202311,0,DSPPOC-12
ERRPOC-18,NA,202311,0,ERRPOC-18
SET-19,NA,202311,0,SET-19
SECURE-3,NA,202311,0,SECURE-3
LSREAD-21,NA,202311,0,LSREAD-21
PKL-20,NA,202311,0,PKL-20
BARPOC-3,NA,202311,0,BARPOC-3
DSPPOC-3,NA,202311,0,DSPPOC-3
DSPLGHT-6,NA,202311,0,DSPLGHT-6
READ-5,NA,202311,0,READ-5
SECURE-2,NA,202311,0,SECURE-2
DMPOC-7,NA,202311,0,DMPOC-7
ERRPOC-24,NA,202311,0,ERRPOC-24
LSINSERTION-13,NA,202311,0,LSINSERTION-13
LSPKL-23,NA,202311,0,LSPKL-23
LSSET-3,NA,202311,0,LSSET-3
LSREAD-31,NA,202311,0,LSREAD-31
DSPPOC-7,NA,202311,0,DSPPOC-7
DSPPOC-15,NA,202311,0,DSPPOC-15
ERRPOC-31,NA,202311,0,ERRPOC-31
ERRPOC-36,NA,202311,0,ERRPOC-36
READPOC-6,NA,202311,0,READPOC-6
LSPKL-1,NA,202311,0,LSPKL-1
DMPOC-8,NA,202311,0,DMPOC-8
SECURE-4,NA,202311,0,SECURE-4
BARPOC-2,NA,202311,0,BARPOC-2
DSPPOC-4,NA,202311,0,DSPPOC-4
DSPPOC-8,NA,202311,0,DSPPOC-8
DSPPOC-11,NA,202311,0,DSPPOC-11
DSPPOC-21,NA,202311,0,DSPPOC-21
LSDSPC-9,NA,202311,0,LSDSPC-9
ERRPOC-15,NA,202311,0,ERRPOC-15
ERRPOC-22,NA,202311,0,ERRPOC-22
ERRPOC-32,NA,202311,0,ERRPOC-32
ERRPOC-37,NA,202311,0,ERRPOC-37
ERRPOC-39,NA,202311,0,ERRPOC-39
ERRPOC-48,NA,202311,0,ERRPOC-48
LSINSERTION-20,NA,202311,0,LSINSERTION-20
LSINSERTION-21,NA,202311,0,LSINSERTION-21
LSPKL-12,NA,202311,0,LSPKL-12
LSPKL-22,NA,202311,0,LSPKL-22
LSPKL-24,NA,202311,0,LSPKL-24
READ-11,NA,202311,0,READ-11
SET-7,NA,202311,0,SET-7
SET-9,NA,202311,0,SET-9
SET-10,NA,202311,0,SET-10
SET-17,NA,202311,0,SET-17
LSINSERTION-4,NA,202311,0,LSINSERTION-4
DMPOC-5,NA,202311,0,DMPOC-5
DSPPOC-10,NA,202311,0,DSPPOC-10
DSPPOC-17,NA,202311,0,DSPPOC-17
DSPPOC-18,NA,202311,0,DSPPOC-18
ERRPOC-30,NA,202311,0,ERRPOC-30
ERRPOC-33,NA,202311,0,ERRPOC-33
LSPKL-3,NA,202311,0,LSPKL-3
LSPKL-5,NA,202311,0,LSPKL-5
LSPKL-14,NA,202311,0,LSPKL-14
LSPKL-16,NA,202311,0,LSPKL-16
LSPKL-17,NA,202311,0,LSPKL-17
QUAL-22,NA,202311,0,QUAL-22
LSQUAL-39,NA,202311,0,LSQUAL-39
READ-12,NA,202311,0,READ-12
SET-16,NA,202311,0,SET-16
INSERTION-15B,NA,202410,0,INSERTION-15B
INSERTION-15C,NA,202410,0,INSERTION-15C
DMC-2,NA,202410,0,DMC-2
LANC-1,NA,202410,0,LANC-1
PKL-6,NA,202410,0,PKL-6
READ-7,NA,202410,0,READ-7
TDN-7,NA,202410,0,TDN-7
CAL-5,NA,202410,0,CAL-5
DMC-4,NA,202410,0,DMC-4
DMC-5,NA,202410,0,DMC-5
DMC-7,NA,202410,0,DMC-7
DMC-8,NA,202410,0,DMC-8
PKL-21,NA,202410,0,PKL-21
DMPOC-1,NA,202410,0,DMPOC-1
DSPPOC-12,NA,202410,0,DSPPOC-12
ERRPOC-16,NA,202410,0,ERRPOC-16
ERRPOC-18,NA,202410,0,ERRPOC-18
ERRPOC-20,NA,202410,0,ERRPOC-20
ERRPOC-21,NA,202410,0,ERRPOC-21
PKL-13,NA,202410,0,PKL-13
SET-19,NA,202410,0,SET-19
SECURE-3,NA,202410,0,SECURE-3
SECURE-6,NA,202410,0,SECURE-6
ERRPOC-17,NA,202410,0,ERRPOC-17
PKL-20,NA,202410,0,PKL-20
QUAL-17,NA,202410,0,QUAL-17
READPOC-3,NA,202410,0,READPOC-3
READPOC-8,NA,202410,0,READPOC-8
BARPOC-3,NA,202410,0,BARPOC-3
DSPPOC-3,NA,202410,0,DSPPOC-3
READ-5,NA,202410,0,READ-5
SECURE-2,NA,202410,0,SECURE-2
DMPOC-7,NA,202410,0,DMPOC-7
ERRPOC-24,NA,202410,0,ERRPOC-24
LSSET-3,NA,202410,0,LSSET-3
