Entity,Code,Year,Population,Continent
DSPPOC-10,NA,2024.10,0,DSPPOC-10
DSPPOC-17,NA,2024.10,0,DSPPOC-17
DSPPOC-18,NA,2024.10,0,DSPPOC-18
ERRPOC-30,NA,2024.10,0,ERRPOC-30
ERRPOC-33,NA,2024.10,0,ERRPOC-33
LSPKL-3,NA,2024.10,0,LSPKL-3
LSPKL-16,NA,2024.10,0,LSPKL-16
QUAL-22,NA,2024.10,0,QUAL-22
LSQUAL-39,NA,2024.10,0,LSQUAL-39
READ-12,NA,2024.10,0,READ-12
SET-16,NA,2024.10,0,SET-16
INSERTION-15B,NA,2024.12,0,INSERTION-15B
INSERTION-15C,NA,2024.12,0,INSERTION-15C
DMC-2,NA,2024.12,0,DMC-2
PKL-6,NA,2024.12,0,PKL-6
READ-7,NA,2024.12,0,READ-7
TDN-7,NA,2024.12,0,TDN-7
DMC-9,NA,2024.12,0,DMC-9
CAL-5,NA,2024.12,0,CAL-5
DMC-4,NA,2024.12,0,DMC-4
DMC-5,NA,2024.12,0,DMC-5
DMC-7,NA,2024.12,0,DMC-7
DMC-8,NA,2024.12,0,DMC-8
LANC-3,NA,2024.12,0,LANC-3
PKL-21,NA,2024.12,0,PKL-21
QUAL-13,NA,2024.12,0,QUAL-13
DMPOC-1,NA,2024.12,0,DMPOC-1
ERRPOC-16,NA,2024.12,0,ERRPOC-16
ERRPOC-21,NA,2024.12,0,ERRPOC-21
PKL-13,NA,2024.12,0,PKL-13
SET-19,NA,2024.12,0,SET-19
SECURE-3,NA,2024.12,0,SECURE-3
LSDSPC-22A,NA,2024.12,0,LSDSPC-22A
PKL-20,NA,2024.12,0,PKL-20
QUAL-17,NA,2024.12,0,QUAL-17
BARPOC-3,NA,2024.12,0,BARPOC-3
DSPPOC-3,NA,2024.12,0,DSPPOC-3
DSPLGHT-6,NA,2024.12,0,DSPLGHT-6
READ-5,NA,2024.12,0,READ-5
WRLESS-1,NA,2024.12,0,WRLESS-1
DMPOC-7,NA,2024.12,0,DMPOC-7
ERRPOC-24,NA,2024.12,0,ERRPOC-24
LSSET-3,NA,2024.12,0,LSSET-3
LSINSERTION-18,NA,2024.12,0,LSINSERTION-18
DSPPOC-6,NA,2024.12,0,DSPPOC-6
DSPPOC-15,NA,2024.12,0,DSPPOC-15
ERRPOC-31,NA,2024.12,0,ERRPOC-31
ERRPOC-36,NA,2024.12,0,ERRPOC-36
ERRPOC-47,NA,2024.12,0,ERRPOC-47
READPOC-6,NA,2024.12,0,READPOC-6
BARPOC-6,NA,2024.12,0,BARPOC-6
LD-6,NA,2024.12,0,LD-6
DMPOC-8,NA,2024.12,0,DMPOC-8
BARPOC-2,NA,2024.12,0,BARPOC-2
DMPOC-6,NA,2024.12,0,DMPOC-6
DSPPOC-4,NA,2024.12,0,DSPPOC-4
DSPPOC-11,NA,2024.12,0,DSPPOC-11
DSPPOC-21,NA,2024.12,0,DSPPOC-21
LSDSPC-9,NA,2024.12,0,LSDSPC-9
DSPLGHT-7,NA,2024.12,0,DSPLGHT-7
ERRPOC-15,NA,2024.12,0,ERRPOC-15
ERRPOC-22,NA,2024.12,0,ERRPOC-22
ERRPOC-32,NA,2024.12,0,ERRPOC-32
ERRPOC-37,NA,2024.12,0,ERRPOC-37
ERRPOC-39,NA,2024.12,0,ERRPOC-39
ERRPOC-43,NA,2024.12,0,ERRPOC-43
ERRPOC-48,NA,2024.12,0,ERRPOC-48
LSINSERTION-21,NA,2024.12,0,LSINSERTION-21
SET-7,NA,2024.12,0,SET-7
SET-10,NA,2024.12,0,SET-10
SET-17,NA,2024.12,0,SET-17
DMPOC-5,NA,2024.12,0,DMPOC-5
DSPPOC-17,NA,2024.12,0,DSPPOC-17
DSPPOC-18,NA,2024.12,0,DSPPOC-18
ERRPOC-30,NA,2024.12,0,ERRPOC-30
ERRPOC-33,NA,2024.12,0,ERRPOC-33
LSPKL-3,NA,2024.12,0,LSPKL-3
LSPKL-5,NA,2024.12,0,LSPKL-5
LSPKL-16,NA,2024.12,0,LSPKL-16
LSPKL-17,NA,2024.12,0,LSPKL-17
QUAL-22,NA,2024.12,0,QUAL-22
LSQUAL-39,NA,2024.12,0,LSQUAL-39
READ-12,NA,2024.12,0,READ-12
SET-16,NA,2024.12,0,SET-16
INSERTION-15B,NA,2025.01,0,INSERTION-15B
INSERTION-15C,NA,2025.01,0,INSERTION-15C
DMC-2,NA,2025.01,0,DMC-2
ERRC-5,NA,2025.01,0,ERRC-5
LANC-1,NA,2025.01,0,LANC-1
PKL-6,NA,2025.01,0,PKL-6
DMC-9,NA,2025.01,0,DMC-9
CAL-5,NA,2025.01,0,CAL-5
DMC-4,NA,2025.01,0,DMC-4
DMC-5,NA,2025.01,0,DMC-5
DMC-7,NA,2025.01,0,DMC-7
DMC-8,NA,2025.01,0,DMC-8
PKL-21,NA,2025.01,0,PKL-21
QUAL-13,NA,2025.01,0,QUAL-13
UPDT-1,NA,2025.01,0,UPDT-1
DMPOC-1,NA,2025.01,0,DMPOC-1
DSPPOC-12,NA,2025.01,0,DSPPOC-12
ERRPOC-16,NA,2025.01,0,ERRPOC-16
PKL-13,NA,2025.01,0,PKL-13
SET-19,NA,2025.01,0,SET-19
SECURE-3,NA,2025.01,0,SECURE-3
APP-1F,NA,2025.01,0,APP-1F
ERRPOC-17,NA,2025.01,0,ERRPOC-17
PKL-20,NA,2025.01,0,PKL-20
QUAL-17,NA,2025.01,0,QUAL-17
BARPOC-3,NA,2025.01,0,BARPOC-3
DSPPOC-3,NA,2025.01,0,DSPPOC-3
READ-5,NA,2025.01,0,READ-5
WRLESS-1,NA,2025.01,0,WRLESS-1
SECURE-2,NA,2025.01,0,SECURE-2
DMPOC-7,NA,2025.01,0,DMPOC-7
LSSET-3,NA,2025.01,0,LSSET-3
DSPPOC-7,NA,2025.01,0,DSPPOC-7
DSPPOC-15,NA,2025.01,0,DSPPOC-15
ERRPOC-31,NA,2025.01,0,ERRPOC-31
READPOC-6,NA,2025.01,0,READPOC-6
LSPKL-1,NA,2025.01,0,LSPKL-1
LD-6,NA,2025.01,0,LD-6
DMPOC-8,NA,2025.01,0,DMPOC-8
SECURE-4,NA,2025.01,0,SECURE-4
BARPOC-2,NA,2025.01,0,BARPOC-2
DMPOC-6,NA,2025.01,0,DMPOC-6
DSPPOC-4,NA,2025.01,0,DSPPOC-4
DSPPOC-8,NA,2025.01,0,DSPPOC-8
DSPPOC-11,NA,2025.01,0,DSPPOC-11
DSPPOC-21,NA,2025.01,0,DSPPOC-21
LSDSPC-9,NA,2025.01,0,LSDSPC-9
ERRPOC-15,NA,2025.01,0,ERRPOC-15
ERRPOC-22,NA,2025.01,0,ERRPOC-22
ERRPOC-32,NA,2025.01,0,ERRPOC-32
ERRPOC-37,NA,2025.01,0,ERRPOC-37
ERRPOC-39,NA,2025.01,0,ERRPOC-39
ERRPOC-43,NA,2025.01,0,ERRPOC-43
ERRPOC-48,NA,2025.01,0,ERRPOC-48
READ-11,NA,2025.01,0,READ-11
SET-7,NA,2025.01,0,SET-7
SET-9,NA,2025.01,0,SET-9
SET-10,NA,2025.01,0,SET-10
SET-17,NA,2025.01,0,SET-17
DMPOC-5,NA,2025.01,0,DMPOC-5
DSPPOC-10,NA,2025.01,0,DSPPOC-10
DSPPOC-17,NA,2025.01,0,DSPPOC-17
ERRPOC-30,NA,2025.01,0,ERRPOC-30
ERRPOC-33,NA,2025.01,0,ERRPOC-33
LSPKL-3,NA,2025.01,0,LSPKL-3
LSPKL-5,NA,2025.01,0,LSPKL-5
LSPKL-17,NA,2025.01,0,LSPKL-17
QUAL-22,NA,2025.01,0,QUAL-22
LSQUAL-39,NA,2025.01,0,LSQUAL-39
READ-12,NA,2025.01,0,READ-12
SET-16,NA,2025.01,0,SET-16
CAL-3,NA,2025.05,0,CAL-3
DMC-2,NA,2025.05,0,DMC-2
PKL-6,NA,2025.05,0,PKL-6
TDN-7,NA,2025.05,0,TDN-7
DMC-4,NA,2025.05,0,DMC-4
DMC-5,NA,2025.05,0,DMC-5
DMC-7,NA,2025.05,0,DMC-7
DMC-8,NA,2025.05,0,DMC-8
PKL-2,NA,2025.05,0,PKL-2
PKL-21,NA,2025.05,0,PKL-21
DMPOC-1,NA,2025.05,0,DMPOC-1
ERRPOC-16,NA,2025.05,0,ERRPOC-16
ERRPOC-18,NA,2025.05,0,ERRPOC-18
ERRPOC-21,NA,2025.05,0,ERRPOC-21
ERRPOC-45,NA,2025.05,0,ERRPOC-45
PKL-13,NA,2025.05,0,PKL-13
SET-19,NA,2025.05,0,SET-19
SECURE-3,NA,2025.05,0,SECURE-3
LSDSPC-22A,NA,2025.05,0,LSDSPC-22A
APP-1F,NA,2025.05,0,APP-1F
PKL-20,NA,2025.05,0,PKL-20
QUAL-17,NA,2025.05,0,QUAL-17
READPOC-8,NA,2025.05,0,READPOC-8
BARPOC-3,NA,2025.05,0,BARPOC-3
DSPPOC-3,NA,2025.05,0,DSPPOC-3
DSPLGHT-6,NA,2025.05,0,DSPLGHT-6
SECURE-2,NA,2025.05,0,SECURE-2
DMPOC-7,NA,2025.05,0,DMPOC-7
LSSET-3,NA,2025.05,0,LSSET-3
DSPPOC-6,NA,2025.05,0,DSPPOC-6
DSPPOC-7,NA,2025.05,0,DSPPOC-7
DSPPOC-15,NA,2025.05,0,DSPPOC-15
ERRPOC-31,NA,2025.05,0,ERRPOC-31
ERRPOC-47,NA,2025.05,0,ERRPOC-47
LSPKL-1,NA,2025.05,0,LSPKL-1
LD-6,NA,2025.05,0,LD-6
DMPOC-8,NA,2025.05,0,DMPOC-8
SECURE-4,NA,2025.05,0,SECURE-4
BARPOC-2,NA,2025.05,0,BARPOC-2
DMPOC-6,NA,2025.05,0,DMPOC-6
DSPPOC-4,NA,2025.05,0,DSPPOC-4
DSPPOC-8,NA,2025.05,0,DSPPOC-8
DSPPOC-11,NA,2025.05,0,DSPPOC-11
DSPPOC-21,NA,2025.05,0,DSPPOC-21
LSDSPC-9,NA,2025.05,0,LSDSPC-9
DSPLGHT-7,NA,2025.05,0,DSPLGHT-7
ERRPOC-22,NA,2025.05,0,ERRPOC-22
ERRPOC-32,NA,2025.05,0,ERRPOC-32
ERRPOC-37,NA,2025.05,0,ERRPOC-37
ERRPOC-39,NA,2025.05,0,ERRPOC-39
ERRPOC-43,NA,2025.05,0,ERRPOC-43
ERRPOC-48,NA,2025.05,0,ERRPOC-48
SET-7,NA,2025.05,0,SET-7
SET-9,NA,2025.05,0,SET-9
SET-10,NA,2025.05,0,SET-10
SET-17,NA,2025.05,0,SET-17
DMPOC-5,NA,2025.05,0,DMPOC-5
DMPOC-9,NA,2025.05,0,DMPOC-9
DSPPOC-10,NA,2025.05,0,DSPPOC-10
DSPPOC-17,NA,2025.05,0,DSPPOC-17
DSPPOC-18,NA,2025.05,0,DSPPOC-18
ERRPOC-30,NA,2025.05,0,ERRPOC-30
ERRPOC-33,NA,2025.05,0,ERRPOC-33
LSPKL-3,NA,2025.05,0,LSPKL-3
LSPKL-5,NA,2025.05,0,LSPKL-5
LSPKL-16,NA,2025.05,0,LSPKL-16
LSPKL-17,NA,2025.05,0,LSPKL-17
QUAL-22,NA,2025.05,0,QUAL-22
LSQUAL-39,NA,2025.05,0,LSQUAL-39
READ-12,NA,2025.05,0,READ-12
SET-16,NA,2025.05,0,SET-16
INSERTION-15B,NA,2025.02,0,INSERTION-15B
INSERTION-15C,NA,2025.02,0,INSERTION-15C
DMC-2,NA,2025.03,0,DMC-2
DMC-2,NA,2025.04,0,DMC-2
ERRC-8,NA,2025.02,0,ERRC-8
ERRC-8,NA,2025.04,0,ERRC-8
LANC-1,NA,2025.03,0,LANC-1
LANC-1,NA,2025.04,0,LANC-1
PKL-6,NA,2025.02,0,PKL-6
PKL-6,NA,2025.03,0,PKL-6
TDN-7,NA,2025.02,0,TDN-7
TDN-7,NA,2025.04,0,TDN-7
DMC-9,NA,2025.03,0,DMC-9
CAL-5,NA,2025.02,0,CAL-5
CAL-5,NA,2025.04,0,CAL-5
DMC-4,NA,2025.02,0,DMC-4
DMC-4,NA,2025.04,0,DMC-4
DMC-5,NA,2025.02,0,DMC-5
DMC-5,NA,2025.03,0,DMC-5
DMC-5,NA,2025.04,0,DMC-5
DMC-7,NA,2025.02,0,DMC-7
DMC-7,NA,2025.04,0,DMC-7
DMC-8,NA,2025.02,0,DMC-8
DMC-8,NA,2025.03,0,DMC-8
DMC-8,NA,2025.04,0,DMC-8
LANC-2,NA,2025.02,0,LANC-2
LANC-2,NA,2025.04,0,LANC-2
PKL-2,NA,2025.04,0,PKL-2
PKL-7,NA,2025.03,0,PKL-7
PKL-7,NA,2025.04,0,PKL-7
PKL-21,NA,2025.02,0,PKL-21
PKL-21,NA,2025.04,0,PKL-21
QUAL-5,NA,2025.02,0,QUAL-5
SET-1,NA,2025.03,0,SET-1
SET-1,NA,2025.04,0,SET-1
UPDT-1,NA,2025.03,0,UPDT-1
DMPOC-1,NA,2025.03,0,DMPOC-1
DMPOC-1,NA,2025.04,0,DMPOC-1
ERRPOC-16,NA,2025.02,0,ERRPOC-16
ERRPOC-16,NA,2025.03,0,ERRPOC-16
ERRPOC-18,NA,2025.02,0,ERRPOC-18
ERRPOC-20,NA,2025.03,0,ERRPOC-20
PKL-13,NA,2025.02,0,PKL-13
PKL-13,NA,2025.03,0,PKL-13
PKL-13,NA,2025.04,0,PKL-13
SET-19,NA,2025.02,0,SET-19
SET-19,NA,2025.03,0,SET-19
SET-19,NA,2025.04,0,SET-19
SECURE-3,NA,2025.02,0,SECURE-3
SECURE-3,NA,2025.03,0,SECURE-3
SECURE-3,NA,2025.04,0,SECURE-3
SECURE-6,NA,2025.03,0,SECURE-6
LSDSPC-22A,NA,2025.04,0,LSDSPC-22A
APP-1F,NA,2025.02,0,APP-1F
APP-1F,NA,2025.04,0,APP-1F
ERRPOC-17,NA,2025.02,0,ERRPOC-17
ERRPOC-17,NA,2025.03,0,ERRPOC-17
ERRPOC-17,NA,2025.04,0,ERRPOC-17
PKL-20,NA,2025.02,0,PKL-20
QUAL-17,NA,2025.02,0,QUAL-17
QUAL-17,NA,2025.03,0,QUAL-17
BARPOC-1,NA,2025.03,0,BARPOC-1
BARPOC-1,NA,2025.04,0,BARPOC-1
BARPOC-3,NA,2025.02,0,BARPOC-3
BARPOC-3,NA,2025.04,0,BARPOC-3
DSPPOC-3,NA,2025.02,0,DSPPOC-3
DSPPOC-3,NA,2025.04,0,DSPPOC-3
DSPLGHT-6,NA,2025.03,0,DSPLGHT-6
READ-5,NA,2025.02,0,READ-5
READ-5,NA,2025.03,0,READ-5
SECURE-2,NA,2025.02,0,SECURE-2
SECURE-2,NA,2025.03,0,SECURE-2
SECURE-2,NA,2025.04,0,SECURE-2
DMPOC-7,NA,2025.02,0,DMPOC-7
DMPOC-7,NA,2025.03,0,DMPOC-7
DMPOC-7,NA,2025.04,0,DMPOC-7
ERRPOC-24,NA,2025.04,0,ERRPOC-24
LSSET-3,NA,2025.02,0,LSSET-3
LSSET-3,NA,2025.03,0,LSSET-3
LSSET-3,NA,2025.04,0,LSSET-3
LSINSERTION-18,NA,2025.04,0,LSINSERTION-18
DSPPOC-6,NA,2025.02,0,DSPPOC-6
DSPPOC-6,NA,2025.03,0,DSPPOC-6
DSPPOC-6,NA,2025.04,0,DSPPOC-6
DSPPOC-7,NA,2025.03,0,DSPPOC-7
DSPPOC-15,NA,2025.02,0,DSPPOC-15
DSPPOC-15,NA,2025.04,0,DSPPOC-15
DSPPOC-16,NA,2025.02,0,DSPPOC-16
ERRPOC-31,NA,2025.02,0,ERRPOC-31
ERRPOC-31,NA,2025.03,0,ERRPOC-31
ERRPOC-31,NA,2025.04,0,ERRPOC-31
ERRPOC-36,NA,2025.02,0,ERRPOC-36
ERRPOC-36,NA,2025.03,0,ERRPOC-36
ERRPOC-36,NA,2025.04,0,ERRPOC-36
READPOC-6,NA,2025.02,0,READPOC-6
READPOC-6,NA,2025.03,0,READPOC-6
READPOC-6,NA,2025.04,0,READPOC-6
LSPKL-1,NA,2025.02,0,LSPKL-1
LSPKL-1,NA,2025.03,0,LSPKL-1
LSPKL-1,NA,2025.04,0,LSPKL-1
LD-6,NA,2025.02,0,LD-6
DMPOC-8,NA,2025.02,0,DMPOC-8
DMPOC-8,NA,2025.03,0,DMPOC-8
DMPOC-8,NA,2025.04,0,DMPOC-8
SECURE-4,NA,2025.02,0,SECURE-4
SECURE-4,NA,2025.03,0,SECURE-4
SECURE-4,NA,2025.04,0,SECURE-4
BARPOC-2,NA,2025.03,0,BARPOC-2
BARPOC-2,NA,2025.04,0,BARPOC-2
DMPOC-6,NA,2025.03,0,DMPOC-6
DSPPOC-4,NA,2025.02,0,DSPPOC-4
DSPPOC-4,NA,2025.03,0,DSPPOC-4
DSPPOC-4,NA,2025.04,0,DSPPOC-4
DSPPOC-8,NA,2025.03,0,DSPPOC-8
DSPPOC-8,NA,2025.04,0,DSPPOC-8
DSPPOC-11,NA,2025.02,0,DSPPOC-11
DSPPOC-11,NA,2025.03,0,DSPPOC-11
DSPPOC-11,NA,2025.04,0,DSPPOC-11
DSPPOC-21,NA,2025.02,0,DSPPOC-21
DSPPOC-21,NA,2025.03,0,DSPPOC-21
DSPPOC-21,NA,2025.04,0,DSPPOC-21
LSDSPC-9,NA,2025.02,0,LSDSPC-9
DSPLGHT-7,NA,2025.03,0,DSPLGHT-7
ERRPOC-15,NA,2025.02,0,ERRPOC-15
ERRPOC-15,NA,2025.03,0,ERRPOC-15
ERRPOC-15,NA,2025.04,0,ERRPOC-15
ERRPOC-22,NA,2025.02,0,ERRPOC-22
ERRPOC-22,NA,2025.03,0,ERRPOC-22
ERRPOC-22,NA,2025.04,0,ERRPOC-22
ERRPOC-26,NA,2025.02,0,ERRPOC-26
ERRPOC-26,NA,2025.03,0,ERRPOC-26
ERRPOC-27,NA,2025.02,0,ERRPOC-27
ERRPOC-32,NA,2025.03,0,ERRPOC-32
ERRPOC-32,NA,2025.04,0,ERRPOC-32
ERRPOC-37,NA,2025.02,0,ERRPOC-37
ERRPOC-37,NA,2025.03,0,ERRPOC-37
ERRPOC-37,NA,2025.04,0,ERRPOC-37
ERRPOC-39,NA,2025.02,0,ERRPOC-39
ERRPOC-39,NA,2025.03,0,ERRPOC-39
ERRPOC-39,NA,2025.04,0,ERRPOC-39
ERRPOC-41,NA,2025.02,0,ERRPOC-41
ERRPOC-41,NA,2025.04,0,ERRPOC-41
ERRPOC-43,NA,2025.03,0,ERRPOC-43
ERRPOC-43,NA,2025.04,0,ERRPOC-43
ERRPOC-48,NA,2025.02,0,ERRPOC-48
ERRPOC-48,NA,2025.04,0,ERRPOC-48
READ-11,NA,2025.03,0,READ-11
SET-7,NA,2025.04,0,SET-7
SET-9,NA,2025.02,0,SET-9
SET-9,NA,2025.03,0,SET-9
SET-9,NA,2025.04,0,SET-9
SET-10,NA,2025.02,0,SET-10
SET-10,NA,2025.03,0,SET-10
SET-10,NA,2025.04,0,SET-10
SET-17,NA,2025.02,0,SET-17
SET-17,NA,2025.03,0,SET-17
SET-17,NA,2025.04,0,SET-17
DMPOC-5,NA,2025.03,0,DMPOC-5
DMPOC-5,NA,2025.04,0,DMPOC-5
DMPOC-9,NA,2025.03,0,DMPOC-9
DSPPOC-10,NA,2025.02,0,DSPPOC-10
DSPPOC-10,NA,2025.03,0,DSPPOC-10
DSPPOC-17,NA,2025.02,0,DSPPOC-17
DSPPOC-17,NA,2025.04,0,DSPPOC-17
DSPPOC-18,NA,2025.03,0,DSPPOC-18
ERRPOC-30,NA,2025.02,0,ERRPOC-30
ERRPOC-30,NA,2025.03,0,ERRPOC-30
ERRPOC-30,NA,2025.04,0,ERRPOC-30
ERRPOC-33,NA,2025.02,0,ERRPOC-33
ERRPOC-33,NA,2025.03,0,ERRPOC-33
ERRPOC-33,NA,2025.04,0,ERRPOC-33
LSPKL-3,NA,2025.02,0,LSPKL-3
LSPKL-3,NA,2025.03,0,LSPKL-3
LSPKL-5,NA,2025.03,0,LSPKL-5
LSPKL-16,NA,2025.02,0,LSPKL-16
LSPKL-16,NA,2025.04,0,LSPKL-16
LSPKL-17,NA,2025.02,0,LSPKL-17
LSPKL-17,NA,2025.03,0,LSPKL-17
LSPKL-17,NA,2025.04,0,LSPKL-17
QUAL-22,NA,2025.02,0,QUAL-22
QUAL-22,NA,2025.03,0,QUAL-22
QUAL-22,NA,2025.04,0,QUAL-22
LSQUAL-39,NA,2025.02,0,LSQUAL-39
LSQUAL-39,NA,2025.03,0,LSQUAL-39
READ-12,NA,2025.02,0,READ-12
READ-12,NA,2025.03,0,READ-12
READ-12,NA,2025.04,0,READ-12
SET-16,NA,2025.03,0,SET-16
SET-16,NA,2025.04,0,SET-16
CAL-4,NA,2025.02,1,CAL-4
CAL-4,NA,2025.04,1,CAL-4
INSERTION-15A,NA,2024.03,1,INSERTION-15A
INSERTION-15A,NA,2024.12,1,INSERTION-15A
PKL-18,NA,2022.10,1,PKL-18
PKL-18,NA,2023.02,1,PKL-18
PKL-18,NA,2023.12,1,PKL-18
INSERTION-15C,NA,2024.09,1,INSERTION-15C
CAL-3,NA,2024.02,1,CAL-3
CAL-3,NA,2025.01,1,CAL-3
CAL-3,NA,2025.04,1,CAL-3
DMC-2,NA,2022.05,1,DMC-2
DMC-2,NA,2022.09,1,DMC-2
DMC-2,NA,2022.10,1,DMC-2
DMC-2,NA,2023.02,1,DMC-2
DMC-2,NA,2023.09,1,DMC-2
DMC-2,NA,2023.11,1,DMC-2
DMC-2,NA,2025.02,1,DMC-2
DMC-2,NA,2023.04,1,DMC-2
ERRC-8,NA,2022.07,1,ERRC-8
ERRC-8,NA,2022.08,1,ERRC-8
ERRC-8,NA,2023.03,1,ERRC-8
ERRC-8,NA,2023.05,1,ERRC-8
ERRC-8,NA,2024.05,1,ERRC-8
ERRC-8,NA,2024.07,1,ERRC-8
ERRC-8,NA,2024.08,1,ERRC-8
ERRC-8,NA,2024.10,1,ERRC-8
ERRC-8,NA,2024.11,1,ERRC-8
ERRC-8,NA,2025.01,1,ERRC-8
ERRC-8,NA,2025.03,1,ERRC-8
ERRC-8,NA,2025.05,1,ERRC-8
LANC-1,NA,2022.10,1,LANC-1
LANC-1,NA,2023.02,1,LANC-1
LANC-1,NA,2023.03,1,LANC-1
LANC-1,NA,2023.08,1,LANC-1
LANC-1,NA,2024.04,1,LANC-1
LANC-1,NA,2024.05,1,LANC-1
LANC-1,NA,2024.06,1,LANC-1
LANC-1,NA,2024.07,1,LANC-1
LANC-1,NA,2024.08,1,LANC-1
LANC-1,NA,2024.12,1,LANC-1
LANC-1,NA,2025.02,1,LANC-1
PKL-6,NA,2023.06,1,PKL-6
PKL-6,NA,2025.04,1,PKL-6
READ-6,NA,2022.09,1,READ-6
READ-6,NA,2023.07,1,READ-6
READ-6,NA,2023.12,1,READ-6
READ-6,NA,2025.04,1,READ-6
READ-7,NA,2022.05,1,READ-7
READ-7,NA,2022.07,1,READ-7
READ-7,NA,2022.09,1,READ-7
READ-7,NA,2022.12,1,READ-7
READ-7,NA,2023.05,1,READ-7
READ-7,NA,2023.07,1,READ-7
READ-7,NA,2023.09,1,READ-7
READ-7,NA,2023.11,1,READ-7
READ-7,NA,2024.04,1,READ-7
READ-7,NA,2024.05,1,READ-7
READ-7,NA,2024.06,1,READ-7
READ-7,NA,2024.08,1,READ-7
READ-7,NA,2024.11,1,READ-7
READ-7,NA,2025.01,1,READ-7
READ-7,NA,2025.03,1,READ-7
READ-7,NA,2025.05,1,READ-7
TDN-7,NA,2022.06,1,TDN-7
TDN-7,NA,2022.09,1,TDN-7
TDN-7,NA,2023.02,1,TDN-7
TDN-7,NA,2023.03,1,TDN-7
TDN-7,NA,2023.07,1,TDN-7
TDN-7,NA,2023.11,1,TDN-7
TDN-7,NA,2024.02,1,TDN-7
TDN-7,NA,2024.04,1,TDN-7
TDN-7,NA,2024.05,1,TDN-7
TDN-7,NA,2024.08,1,TDN-7
TDN-7,NA,2024.09,1,TDN-7
TDN-7,NA,2025.01,1,TDN-7
TDN-7,NA,2025.03,1,TDN-7
SECURE-5,NA,2022.08,1,SECURE-5
SECURE-5,NA,2022.09,1,SECURE-5
SECURE-5,NA,2022.12,1,SECURE-5
SECURE-5,NA,2023.07,1,SECURE-5
SECURE-5,NA,2023.11,1,SECURE-5
SECURE-5,NA,2024.02,1,SECURE-5
QUAL-42,NA,2023.05,1,QUAL-42
DMC-9,NA,2023.06,1,DMC-9
DMC-9,NA,2023.09,1,DMC-9
DMC-9,NA,2023.10,1,DMC-9
DMC-9,NA,2023.11,1,DMC-9
DMC-9,NA,2024.01,1,DMC-9
DMC-9,NA,2024.04,1,DMC-9
DMC-9,NA,2024.09,1,DMC-9
DMC-9,NA,2024.10,1,DMC-9
DMC-9,NA,2025.02,1,DMC-9
DMC-9,NA,2025.04,1,DMC-9
DMC-9,NA,2023.04,1,DMC-9
SET-6,NA,2024.01,1,SET-6
DMC-3H,NA,2023.04,1,DMC-3H
DMC-9B,NA,2023.02,1,DMC-9B
DMC-9J,NA,2022.12,1,DMC-9J
DMC-9P,NA,2022.11,1,DMC-9P
DMC-9R,NA,2022.11,1,DMC-9R
DMC-9R,NA,2023.01,1,DMC-9R
DMC-13C,NA,2023.02,1,DMC-13C
DMC-14B,NA,2022.12,1,DMC-14B
CAL-5,NA,2022.09,1,CAL-5
CAL-5,NA,2022.11,1,CAL-5
CAL-5,NA,2023.09,1,CAL-5
CAL-5,NA,2023.11,1,CAL-5
CAL-5,NA,2024.06,1,CAL-5
CAL-5,NA,2025.03,1,CAL-5
DMC-4,NA,2022.07,1,DMC-4
DMC-4,NA,2022.09,1,DMC-4
DMC-4,NA,2023.05,1,DMC-4
DMC-4,NA,2023.09,1,DMC-4
DMC-4,NA,2024.08,1,DMC-4
DMC-4,NA,2024.09,1,DMC-4
DMC-4,NA,2025.03,1,DMC-4
DMC-5,NA,2022.05,1,DMC-5
DMC-5,NA,2022.06,1,DMC-5
DMC-5,NA,2022.10,1,DMC-5
DMC-5,NA,2023.01,1,DMC-5
DMC-5,NA,2023.06,1,DMC-5
DMC-5,NA,2023.11,1,DMC-5
DMC-7,NA,2023.08,1,DMC-7
DMC-7,NA,2024.02,1,DMC-7
DMC-7,NA,2024.05,1,DMC-7
DMC-7,NA,2024.07,1,DMC-7
DMC-7,NA,2024.09,1,DMC-7
DMC-7,NA,2024.11,1,DMC-7
DMC-7,NA,2025.03,1,DMC-7
DMC-8,NA,2022.06,1,DMC-8
DMC-8,NA,2022.08,1,DMC-8
DMC-8,NA,2022.10,1,DMC-8
DMC-8,NA,2022.11,1,DMC-8
LANC-2,NA,2022.08,1,LANC-2
LANC-2,NA,2022.10,1,LANC-2
LANC-2,NA,2023.01,1,LANC-2
LANC-2,NA,2023.03,1,LANC-2
LANC-2,NA,2023.07,1,LANC-2
LANC-2,NA,2023.09,1,LANC-2
LANC-2,NA,2024.10,1,LANC-2
LANC-2,NA,2024.11,1,LANC-2
LANC-2,NA,2025.05,1,LANC-2
LANC-3,NA,2022.06,1,LANC-3
LANC-3,NA,2022.10,1,LANC-3
LANC-3,NA,2023.02,1,LANC-3
LANC-3,NA,2023.03,1,LANC-3
LANC-3,NA,2023.07,1,LANC-3
LANC-3,NA,2023.09,1,LANC-3
LANC-3,NA,2024.02,1,LANC-3
LANC-3,NA,2024.03,1,LANC-3
LANC-3,NA,2024.05,1,LANC-3
LANC-3,NA,2024.07,1,LANC-3
LANC-3,NA,2024.11,1,LANC-3
LANC-3,NA,2025.01,1,LANC-3
LANC-3,NA,2025.02,1,LANC-3
LANC-3,NA,2025.03,1,LANC-3
LANC-3,NA,2025.04,1,LANC-3
LD-3,NA,2023.05,1,LD-3
